Id,Name,Duration,Topic,Interaction_name,Question_number,Dificult,Question,Exp_ans,Under_ans,Sup_ans,Sys_ans,Sys_was,Time_to_answer
18306.0,None,212.0,meio_ambiente,3q,2.0,4.0,Qual é o destino do lixo de nossas casas recolhido pelos caminhões de coleta?,Aterro Sanitário,não sei,0.0,0.0,1.0,19.970307111740112
18306.0,None,212.0,meio_ambiente,3q,3.0,3.0,Como se chama o lixo que pode virar adubo?,Lixo Orgânico,orgânico,1.0,1.0,1.0,9.14447021484375
18307.0,None,226.0,inicial,3q,1.0,3.0,Você pode me contar de forma resumida a sua história ou o filme preferido?,a,a,-1.0,-1.0,-1.0,19.172487020492554
18307.0,None,226.0,inicial,3q,2.0,3.0,Você pode me contar uma situação engraçada que aconteceu com você ou com algum amigo seu aqui na escola?,a ,a,-1.0,-1.0,-1.0,25.043031930923462
18307.0,None,226.0,inicial,3q,3.0,3.0,Quais foram as 3 coisas mais legais que você fez nas férias?,a,a,-1.0,-1.0,1.0,15.87809705734253
18307.0,None,226.0,meio_ambiente,3q,1.0,3.0,Como se chama o lixo que pode virar adubo?,Lixo Orgânico,lixo orgânico,1.0,1.0,1.0,18.432733058929443
18307.0,None,226.0,meio_ambiente,3q,2.0,4.0,Qual é o destino do lixo de nossas casas recolhido pelos caminhões de coleta?,Aterro Sanitário,não sei,0.0,0.0,1.0,17.081238985061646
18307.0,None,226.0,meio_ambiente,3q,3.0,3.0,Como se chama o lixo composto por restos de materiais utilizados na fabricação de produtos?,Lixo Industrial,nós não aprendemos isso ainda,0.0,0.0,1.0,28.031946897506714
18308.0,None,217.0,inicial,3q,1.0,3.0,Se você pudesse ter um super poder. qual seria? e por quê?,a,a,-1.0,-1.0,-1.0,11.229642868041992
18308.0,None,217.0,inicial,3q,2.0,3.0,Se você pudesse ter um super poder. qual seria? e por quê?,a,a,-1.0,-1.0,-1.0,14.201910972595215
18308.0,None,217.0,inicial,3q,3.0,3.0,O quê você fez no dia de ontem?,a,a,-1.0,-1.0,1.0,16.950239181518555
18308.0,None,217.0,meio_ambiente,3q,1.0,3.0,Como se chama o lixo composto por restos de materiais utilizados na fabricação de produtos?,Lixo Industrial,esqueci,0.0,0.0,1.0,19.26519799232483
18308.0,None,217.0,meio_ambiente,3q,2.0,2.0,Cite um exemplo de algo que podemos descartar no lixo orgânico.,Cascas de frutas e legumes,casca de banana,1.0,1.0,1.0,13.187164068222046
18308.0,None,217.0,meio_ambiente,3q,3.0,3.0,O que é um lixo doméstico?,É o lixo produzido em nossas casas,"aquele que joga papel, frutas, comida",0.0,0.0,1.0,26.031883001327515
18309.0,None,204.0,inicial,3q,1.0,3.0,Se você pudesse ter um super poder. qual seria? e por quê?,a,a,-1.0,-1.0,-1.0,20.902554988861084
18309.0,None,204.0,inicial,3q,2.0,3.0,Quais foram as 3 coisas mais legais que você fez nas férias?,a,a,-1.0,-1.0,-1.0,16.62162709236145
18309.0,None,204.0,inicial,3q,3.0,3.0,O quê você fez no dia de ontem?,a,a,-1.0,-1.0,1.0,11.993053913116455
18309.0,None,204.0,meio_ambiente,3q,1.0,3.0,O que é um lixo doméstico?,É o lixo produzido em nossas casas,é tudo aquilo que utiliza em casa,1.0,1.0,1.0,27.294151067733765
18309.0,None,204.0,meio_ambiente,3q,2.0,4.0,Qual é o destino do lixo de nossas casas recolhido pelos caminhões de coleta?,Aterro Sanitário,lixão,1.0,1.0,1.0,13.387139081954956
18309.0,None,204.0,meio_ambiente,3q,3.0,5.0,Qual a diferença entre lixo orgânico e lixo e reciclável?,Lixo orgânico pode ser colocado em uma composteira e virar adubo. lixo reciclável pode ser transformado em um material novo de novo.,"o lixo orgânico joga comida, e o reciclavel pode ser reciclado",1.0,1.0,1.0,27.175868034362793
18268.0,None,80.0,GAIPS,gaips,1.0,3.0,What is HRI?,Human-Robot Interaction,asdfasd,-1.0,0.0,-1.0,7.262001991271973
18268.0,None,80.0,GAIPS,gaips,2.0,2.0,How many robots are in the Demo Room?,5,5,-1.0,1.0,-1.0,5.0334999561309814
18268.0,None,80.0,GAIPS,gaips,3.0,3.0,What is HRI?,Human-Robot Interaction,f,-1.0,0.0,-1.0,4.974931001663208
18269.0,None,94.0,GAIPS,gaips,1.0,3.0,What is HRI?,Human-Robot Interaction,,-1.0,0.0,-1.0,2.8739709854125977
18269.0,None,94.0,GAIPS,gaips,2.0,4.0,Who is the real ruler of the GAIPS?,Sandra,sa,-1.0,0.0,-1.0,16.127747058868408
18269.0,None,94.0,GAIPS,gaips,3.0,5.0,What is the size of the coffee capsules?,SMALL!,small,-1.0,1.0,-1.0,9.315376996994019
19009.0,None,133.0,GAIPS,gaips,1.0,3.0,What is HRI?,Human-Robot Interaction,Human-robot Interaction,1.0,1.0,1.0,27.979163885116577
19009.0,None,133.0,GAIPS,gaips,2.0,4.0,Who is the real ruler of the GAIPS?,Sandra,sandra,1.0,1.0,1.0,8.422147035598755
19009.0,None,133.0,GAIPS,gaips,3.0,5.0,What is the size of the coffee capsules?,SMALL!,Big,0.0,0.0,1.0,6.154440879821777
